,itemLabel,item,image,occupationLabel,genderLabel,bdayLabel,citizenshipLabel
0,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,screenwriter,male,1930-05-31T00:00:00Z,United States of America
1,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,mayor,male,1930-05-31T00:00:00Z,United States of America
2,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,actor,male,1930-05-31T00:00:00Z,United States of America
3,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,composer,male,1930-05-31T00:00:00Z,United States of America
4,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,singer,male,1930-05-31T00:00:00Z,United States of America
5,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,songwriter,male,1930-05-31T00:00:00Z,United States of America
6,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,character actor,male,1930-05-31T00:00:00Z,United States of America
7,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,film score composer,male,1930-05-31T00:00:00Z,United States of America
8,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,aircraft pilot,male,1930-05-31T00:00:00Z,United States of America
9,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,film director,male,1930-05-31T00:00:00Z,United States of America
10,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,film producer,male,1930-05-31T00:00:00Z,United States of America
11,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,restaurateur,male,1930-05-31T00:00:00Z,United States of America
12,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,soldier,male,1930-05-31T00:00:00Z,United States of America
13,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,television actor,male,1930-05-31T00:00:00Z,United States of America
14,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,film actor,male,1930-05-31T00:00:00Z,United States of America
15,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,jazz musician,male,1930-05-31T00:00:00Z,United States of America
16,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,peace activist,male,1930-05-31T00:00:00Z,United States of America
17,Clint Eastwood,http://www.wikidata.org/entity/Q43203,http://commons.wikimedia.org/wiki/Special:FilePath/Clint%20Eastwood%20at%202010%20New%20York%20Film%20Festival.jpg,helicopter pilot,male,1930-05-31T00:00:00Z,United States of America
0,Gene Hackman,http://www.wikidata.org/entity/Q150943,http://commons.wikimedia.org/wiki/Special:FilePath/Gene%20Hackman%20-%201972.jpg,author,male,1930-01-30T00:00:00Z,United States of America
1,Gene Hackman,http://www.wikidata.org/entity/Q150943,http://commons.wikimedia.org/wiki/Special:FilePath/GeneHackmanJun08.jpg,author,male,1930-01-30T00:00:00Z,United States of America
2,Gene Hackman,http://www.wikidata.org/entity/Q150943,http://commons.wikimedia.org/wiki/Special:FilePath/Gene%20Hackman%20-%201972.jpg,racing automobile driver,male,1930-01-30T00:00:00Z,United States of America
3,Gene Hackman,http://www.wikidata.org/entity/Q150943,http://commons.wikimedia.org/wiki/Special:FilePath/GeneHackmanJun08.jpg,racing automobile driver,male,1930-01-30T00:00:00Z,United States of America
4,Gene Hackman,http://www.wikidata.org/entity/Q150943,http://commons.wikimedia.org/wiki/Special:FilePath/Gene%20Hackman%20-%201972.jpg,film actor,male,1930-01-30T00:00:00Z,United States of America
5,Gene Hackman,http://www.wikidata.org/entity/Q150943,http://commons.wikimedia.org/wiki/Special:FilePath/GeneHackmanJun08.jpg,film actor,male,1930-01-30T00:00:00Z,United States of America
0,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,screenwriter,male,1889-04-16T00:00:00Z,United Kingdom
1,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,screenwriter,male,1889-04-16T00:00:00Z,United Kingdom of Great Britain and Ireland
2,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,actor,male,1889-04-16T00:00:00Z,United Kingdom
3,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,actor,male,1889-04-16T00:00:00Z,United Kingdom of Great Britain and Ireland
4,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,composer,male,1889-04-16T00:00:00Z,United Kingdom
5,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,composer,male,1889-04-16T00:00:00Z,United Kingdom of Great Britain and Ireland
6,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,comedian,male,1889-04-16T00:00:00Z,United Kingdom
7,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,comedian,male,1889-04-16T00:00:00Z,United Kingdom of Great Britain and Ireland
8,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,mime artist,male,1889-04-16T00:00:00Z,United Kingdom
9,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,mime artist,male,1889-04-16T00:00:00Z,United Kingdom of Great Britain and Ireland
10,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,film score composer,male,1889-04-16T00:00:00Z,United Kingdom
11,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,film score composer,male,1889-04-16T00:00:00Z,United Kingdom of Great Britain and Ireland
12,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,stage actor,male,1889-04-16T00:00:00Z,United Kingdom
13,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,stage actor,male,1889-04-16T00:00:00Z,United Kingdom of Great Britain and Ireland
14,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,film director,male,1889-04-16T00:00:00Z,United Kingdom
15,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,film director,male,1889-04-16T00:00:00Z,United Kingdom of Great Britain and Ireland
16,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,film producer,male,1889-04-16T00:00:00Z,United Kingdom
17,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,film producer,male,1889-04-16T00:00:00Z,United Kingdom of Great Britain and Ireland
18,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,director,male,1889-04-16T00:00:00Z,United Kingdom
19,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,director,male,1889-04-16T00:00:00Z,United Kingdom of Great Britain and Ireland
20,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,film editor,male,1889-04-16T00:00:00Z,United Kingdom
21,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,film editor,male,1889-04-16T00:00:00Z,United Kingdom of Great Britain and Ireland
22,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,film actor,male,1889-04-16T00:00:00Z,United Kingdom
23,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,film actor,male,1889-04-16T00:00:00Z,United Kingdom of Great Britain and Ireland
24,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,autobiographer,male,1889-04-16T00:00:00Z,United Kingdom
25,Charlie Chaplin,http://www.wikidata.org/entity/Q882,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie%20Chaplin%20portrait.jpg,autobiographer,male,1889-04-16T00:00:00Z,United Kingdom of Great Britain and Ireland
0,Ben Kingsley,http://www.wikidata.org/entity/Q173158,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Ben%20Kingsley%20by%20David%20Shankbone.jpg,actor,male,1943-12-31T00:00:00Z,United Kingdom
1,Ben Kingsley,http://www.wikidata.org/entity/Q173158,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Ben%20Kingsley%20by%20David%20Shankbone.jpg,character actor,male,1943-12-31T00:00:00Z,United Kingdom
2,Ben Kingsley,http://www.wikidata.org/entity/Q173158,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Ben%20Kingsley%20by%20David%20Shankbone.jpg,stage actor,male,1943-12-31T00:00:00Z,United Kingdom
3,Ben Kingsley,http://www.wikidata.org/entity/Q173158,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Ben%20Kingsley%20by%20David%20Shankbone.jpg,television actor,male,1943-12-31T00:00:00Z,United Kingdom
4,Ben Kingsley,http://www.wikidata.org/entity/Q173158,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Ben%20Kingsley%20by%20David%20Shankbone.jpg,film actor,male,1943-12-31T00:00:00Z,United Kingdom
0,Philip Seymour Hoffman,http://www.wikidata.org/entity/Q180560,http://commons.wikimedia.org/wiki/Special:FilePath/Philip%20Seymour%20Hoffman%202011.jpg,actor,male,1967-07-23T00:00:00Z,United States of America
1,Philip Seymour Hoffman,http://www.wikidata.org/entity/Q180560,http://commons.wikimedia.org/wiki/Special:FilePath/Philip%20Seymour%20Hoffman%202011.jpg,character actor,male,1967-07-23T00:00:00Z,United States of America
2,Philip Seymour Hoffman,http://www.wikidata.org/entity/Q180560,http://commons.wikimedia.org/wiki/Special:FilePath/Philip%20Seymour%20Hoffman%202011.jpg,stage actor,male,1967-07-23T00:00:00Z,United States of America
3,Philip Seymour Hoffman,http://www.wikidata.org/entity/Q180560,http://commons.wikimedia.org/wiki/Special:FilePath/Philip%20Seymour%20Hoffman%202011.jpg,voice actor,male,1967-07-23T00:00:00Z,United States of America
4,Philip Seymour Hoffman,http://www.wikidata.org/entity/Q180560,http://commons.wikimedia.org/wiki/Special:FilePath/Philip%20Seymour%20Hoffman%202011.jpg,film director,male,1967-07-23T00:00:00Z,United States of America
5,Philip Seymour Hoffman,http://www.wikidata.org/entity/Q180560,http://commons.wikimedia.org/wiki/Special:FilePath/Philip%20Seymour%20Hoffman%202011.jpg,film producer,male,1967-07-23T00:00:00Z,United States of America
6,Philip Seymour Hoffman,http://www.wikidata.org/entity/Q180560,http://commons.wikimedia.org/wiki/Special:FilePath/Philip%20Seymour%20Hoffman%202011.jpg,theatrical director,male,1967-07-23T00:00:00Z,United States of America
7,Philip Seymour Hoffman,http://www.wikidata.org/entity/Q180560,http://commons.wikimedia.org/wiki/Special:FilePath/Philip%20Seymour%20Hoffman%202011.jpg,television actor,male,1967-07-23T00:00:00Z,United States of America
8,Philip Seymour Hoffman,http://www.wikidata.org/entity/Q180560,http://commons.wikimedia.org/wiki/Special:FilePath/Philip%20Seymour%20Hoffman%202011.jpg,film actor,male,1967-07-23T00:00:00Z,United States of America
0,Leonardo DiCaprio,http://www.wikidata.org/entity/Q38111,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20Dicaprio%20Cannes%202019.jpg,screenwriter,male,1974-11-11T00:00:00Z,United States of America
1,Leonardo DiCaprio,http://www.wikidata.org/entity/Q38111,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20Dicaprio%20Cannes%202019.jpg,actor,male,1974-11-11T00:00:00Z,United States of America
2,Leonardo DiCaprio,http://www.wikidata.org/entity/Q38111,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20Dicaprio%20Cannes%202019.jpg,stage actor,male,1974-11-11T00:00:00Z,United States of America
3,Leonardo DiCaprio,http://www.wikidata.org/entity/Q38111,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20Dicaprio%20Cannes%202019.jpg,film producer,male,1974-11-11T00:00:00Z,United States of America
4,Leonardo DiCaprio,http://www.wikidata.org/entity/Q38111,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20Dicaprio%20Cannes%202019.jpg,environmentalist,male,1974-11-11T00:00:00Z,United States of America
5,Leonardo DiCaprio,http://www.wikidata.org/entity/Q38111,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20Dicaprio%20Cannes%202019.jpg,television actor,male,1974-11-11T00:00:00Z,United States of America
6,Leonardo DiCaprio,http://www.wikidata.org/entity/Q38111,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20Dicaprio%20Cannes%202019.jpg,film actor,male,1974-11-11T00:00:00Z,United States of America
0,Russell Crowe,http://www.wikidata.org/entity/Q129817,http://commons.wikimedia.org/wiki/Special:FilePath/Russell%20Crowe%202%2C%202012.jpg,screenwriter,male,1964-04-07T00:00:00Z,New Zealand
1,Russell Crowe,http://www.wikidata.org/entity/Q129817,http://commons.wikimedia.org/wiki/Special:FilePath/Russell%20Crowe%202%2C%202012.jpg,actor,male,1964-04-07T00:00:00Z,New Zealand
2,Russell Crowe,http://www.wikidata.org/entity/Q129817,http://commons.wikimedia.org/wiki/Special:FilePath/Russell%20Crowe%202%2C%202012.jpg,singer,male,1964-04-07T00:00:00Z,New Zealand
3,Russell Crowe,http://www.wikidata.org/entity/Q129817,http://commons.wikimedia.org/wiki/Special:FilePath/Russell%20Crowe%202%2C%202012.jpg,musician,male,1964-04-07T00:00:00Z,New Zealand
4,Russell Crowe,http://www.wikidata.org/entity/Q129817,http://commons.wikimedia.org/wiki/Special:FilePath/Russell%20Crowe%202%2C%202012.jpg,character actor,male,1964-04-07T00:00:00Z,New Zealand
5,Russell Crowe,http://www.wikidata.org/entity/Q129817,http://commons.wikimedia.org/wiki/Special:FilePath/Russell%20Crowe%202%2C%202012.jpg,film director,male,1964-04-07T00:00:00Z,New Zealand
6,Russell Crowe,http://www.wikidata.org/entity/Q129817,http://commons.wikimedia.org/wiki/Special:FilePath/Russell%20Crowe%202%2C%202012.jpg,film producer,male,1964-04-07T00:00:00Z,New Zealand
7,Russell Crowe,http://www.wikidata.org/entity/Q129817,http://commons.wikimedia.org/wiki/Special:FilePath/Russell%20Crowe%202%2C%202012.jpg,television actor,male,1964-04-07T00:00:00Z,New Zealand
8,Russell Crowe,http://www.wikidata.org/entity/Q129817,http://commons.wikimedia.org/wiki/Special:FilePath/Russell%20Crowe%202%2C%202012.jpg,film actor,male,1964-04-07T00:00:00Z,New Zealand
0,Kevin Spacey,http://www.wikidata.org/entity/Q25144,http://commons.wikimedia.org/wiki/Special:FilePath/Kevin%20Spacey%2C%20May%202013.jpg,screenwriter,male,1959-07-26T00:00:00Z,United States of America
1,Kevin Spacey,http://www.wikidata.org/entity/Q25144,http://commons.wikimedia.org/wiki/Special:FilePath/Kevin%20Spacey%2C%20May%202013.jpg,actor,male,1959-07-26T00:00:00Z,United States of America
2,Kevin Spacey,http://www.wikidata.org/entity/Q25144,http://commons.wikimedia.org/wiki/Special:FilePath/Kevin%20Spacey%2C%20May%202013.jpg,television producer,male,1959-07-26T00:00:00Z,United States of America
3,Kevin Spacey,http://www.wikidata.org/entity/Q25144,http://commons.wikimedia.org/wiki/Special:FilePath/Kevin%20Spacey%2C%20May%202013.jpg,character actor,male,1959-07-26T00:00:00Z,United States of America
4,Kevin Spacey,http://www.wikidata.org/entity/Q25144,http://commons.wikimedia.org/wiki/Special:FilePath/Kevin%20Spacey%2C%20May%202013.jpg,stage actor,male,1959-07-26T00:00:00Z,United States of America
5,Kevin Spacey,http://www.wikidata.org/entity/Q25144,http://commons.wikimedia.org/wiki/Special:FilePath/Kevin%20Spacey%2C%20May%202013.jpg,voice actor,male,1959-07-26T00:00:00Z,United States of America
6,Kevin Spacey,http://www.wikidata.org/entity/Q25144,http://commons.wikimedia.org/wiki/Special:FilePath/Kevin%20Spacey%2C%20May%202013.jpg,film director,male,1959-07-26T00:00:00Z,United States of America
7,Kevin Spacey,http://www.wikidata.org/entity/Q25144,http://commons.wikimedia.org/wiki/Special:FilePath/Kevin%20Spacey%2C%20May%202013.jpg,film producer,male,1959-07-26T00:00:00Z,United States of America
8,Kevin Spacey,http://www.wikidata.org/entity/Q25144,http://commons.wikimedia.org/wiki/Special:FilePath/Kevin%20Spacey%2C%20May%202013.jpg,theatrical director,male,1959-07-26T00:00:00Z,United States of America
9,Kevin Spacey,http://www.wikidata.org/entity/Q25144,http://commons.wikimedia.org/wiki/Special:FilePath/Kevin%20Spacey%2C%20May%202013.jpg,television actor,male,1959-07-26T00:00:00Z,United States of America
10,Kevin Spacey,http://www.wikidata.org/entity/Q25144,http://commons.wikimedia.org/wiki/Special:FilePath/Kevin%20Spacey%2C%20May%202013.jpg,film actor,male,1959-07-26T00:00:00Z,United States of America
11,Kevin Spacey,http://www.wikidata.org/entity/Q25144,http://commons.wikimedia.org/wiki/Special:FilePath/Kevin%20Spacey%2C%20May%202013.jpg,international forum participant,male,1959-07-26T00:00:00Z,United States of America
0,Humphrey Bogart,http://www.wikidata.org/entity/Q16390,http://commons.wikimedia.org/wiki/Special:FilePath/Humphrey%20Bogart%201940.jpg,screenwriter,male,1899-12-25T00:00:00Z,United States of America
1,Humphrey Bogart,http://www.wikidata.org/entity/Q16390,http://commons.wikimedia.org/wiki/Special:FilePath/Humphrey%20Bogart%201945.JPG,screenwriter,male,1899-12-25T00:00:00Z,United States of America
2,Humphrey Bogart,http://www.wikidata.org/entity/Q16390,http://commons.wikimedia.org/wiki/Special:FilePath/Humphrey%20Bogart%201940.jpg,actor,male,1899-12-25T00:00:00Z,United States of America
3,Humphrey Bogart,http://www.wikidata.org/entity/Q16390,http://commons.wikimedia.org/wiki/Special:FilePath/Humphrey%20Bogart%201945.JPG,actor,male,1899-12-25T00:00:00Z,United States of America
4,Humphrey Bogart,http://www.wikidata.org/entity/Q16390,http://commons.wikimedia.org/wiki/Special:FilePath/Humphrey%20Bogart%201940.jpg,character actor,male,1899-12-25T00:00:00Z,United States of America
5,Humphrey Bogart,http://www.wikidata.org/entity/Q16390,http://commons.wikimedia.org/wiki/Special:FilePath/Humphrey%20Bogart%201945.JPG,character actor,male,1899-12-25T00:00:00Z,United States of America
6,Humphrey Bogart,http://www.wikidata.org/entity/Q16390,http://commons.wikimedia.org/wiki/Special:FilePath/Humphrey%20Bogart%201940.jpg,stage actor,male,1899-12-25T00:00:00Z,United States of America
7,Humphrey Bogart,http://www.wikidata.org/entity/Q16390,http://commons.wikimedia.org/wiki/Special:FilePath/Humphrey%20Bogart%201945.JPG,stage actor,male,1899-12-25T00:00:00Z,United States of America
8,Humphrey Bogart,http://www.wikidata.org/entity/Q16390,http://commons.wikimedia.org/wiki/Special:FilePath/Humphrey%20Bogart%201940.jpg,film actor,male,1899-12-25T00:00:00Z,United States of America
9,Humphrey Bogart,http://www.wikidata.org/entity/Q16390,http://commons.wikimedia.org/wiki/Special:FilePath/Humphrey%20Bogart%201945.JPG,film actor,male,1899-12-25T00:00:00Z,United States of America
0,Gregory Peck,http://www.wikidata.org/entity/Q108366,http://commons.wikimedia.org/wiki/Special:FilePath/Gregory%20Peck%201948.jpg,character actor,male,1916-04-05T00:00:00Z,United States of America
1,Gregory Peck,http://www.wikidata.org/entity/Q108366,http://commons.wikimedia.org/wiki/Special:FilePath/Gregory%20Peck%201948.jpg,stage actor,male,1916-04-05T00:00:00Z,United States of America
2,Gregory Peck,http://www.wikidata.org/entity/Q108366,http://commons.wikimedia.org/wiki/Special:FilePath/Gregory%20Peck%201948.jpg,film producer,male,1916-04-05T00:00:00Z,United States of America
3,Gregory Peck,http://www.wikidata.org/entity/Q108366,http://commons.wikimedia.org/wiki/Special:FilePath/Gregory%20Peck%201948.jpg,television actor,male,1916-04-05T00:00:00Z,United States of America
4,Gregory Peck,http://www.wikidata.org/entity/Q108366,http://commons.wikimedia.org/wiki/Special:FilePath/Gregory%20Peck%201948.jpg,film actor,male,1916-04-05T00:00:00Z,United States of America
0,Clark Gable,http://www.wikidata.org/entity/Q71243,http://commons.wikimedia.org/wiki/Special:FilePath/Clark%20Gable%20-%20publicity.JPG,film actor,male,1901-02-01T00:00:00Z,United States of America
0,Gary Cooper,http://www.wikidata.org/entity/Q93957,http://commons.wikimedia.org/wiki/Special:FilePath/Gary%20cooper%20promo%20image.jpg,screenwriter,male,1901-05-07T00:00:00Z,United States of America
1,Gary Cooper,http://www.wikidata.org/entity/Q93957,http://commons.wikimedia.org/wiki/Special:FilePath/Gary%20cooper%20promo%20image.jpg,actor,male,1901-05-07T00:00:00Z,United States of America
2,Gary Cooper,http://www.wikidata.org/entity/Q93957,http://commons.wikimedia.org/wiki/Special:FilePath/Gary%20cooper%20promo%20image.jpg,television actor,male,1901-05-07T00:00:00Z,United States of America
3,Gary Cooper,http://www.wikidata.org/entity/Q93957,http://commons.wikimedia.org/wiki/Special:FilePath/Gary%20cooper%20promo%20image.jpg,film actor,male,1901-05-07T00:00:00Z,United States of America
0,George C. Scott,http://www.wikidata.org/entity/Q182450,http://commons.wikimedia.org/wiki/Special:FilePath/George%20C.%20Scott%20-%20publicity.JPG,actor,male,1927-10-18T00:00:00Z,United States of America
1,George C. Scott,http://www.wikidata.org/entity/Q182450,http://commons.wikimedia.org/wiki/Special:FilePath/George%20C.%20Scott%201984%20cropped.jpg,actor,male,1927-10-18T00:00:00Z,United States of America
2,George C. Scott,http://www.wikidata.org/entity/Q182450,http://commons.wikimedia.org/wiki/Special:FilePath/George%20C.%20Scott%20-%20publicity.JPG,stage actor,male,1927-10-18T00:00:00Z,United States of America
3,George C. Scott,http://www.wikidata.org/entity/Q182450,http://commons.wikimedia.org/wiki/Special:FilePath/George%20C.%20Scott%201984%20cropped.jpg,stage actor,male,1927-10-18T00:00:00Z,United States of America
4,George C. Scott,http://www.wikidata.org/entity/Q182450,http://commons.wikimedia.org/wiki/Special:FilePath/George%20C.%20Scott%20-%20publicity.JPG,film director,male,1927-10-18T00:00:00Z,United States of America
5,George C. Scott,http://www.wikidata.org/entity/Q182450,http://commons.wikimedia.org/wiki/Special:FilePath/George%20C.%20Scott%201984%20cropped.jpg,film director,male,1927-10-18T00:00:00Z,United States of America
6,George C. Scott,http://www.wikidata.org/entity/Q182450,http://commons.wikimedia.org/wiki/Special:FilePath/George%20C.%20Scott%20-%20publicity.JPG,film producer,male,1927-10-18T00:00:00Z,United States of America
7,George C. Scott,http://www.wikidata.org/entity/Q182450,http://commons.wikimedia.org/wiki/Special:FilePath/George%20C.%20Scott%201984%20cropped.jpg,film producer,male,1927-10-18T00:00:00Z,United States of America
8,George C. Scott,http://www.wikidata.org/entity/Q182450,http://commons.wikimedia.org/wiki/Special:FilePath/George%20C.%20Scott%20-%20publicity.JPG,director,male,1927-10-18T00:00:00Z,United States of America
9,George C. Scott,http://www.wikidata.org/entity/Q182450,http://commons.wikimedia.org/wiki/Special:FilePath/George%20C.%20Scott%201984%20cropped.jpg,director,male,1927-10-18T00:00:00Z,United States of America
10,George C. Scott,http://www.wikidata.org/entity/Q182450,http://commons.wikimedia.org/wiki/Special:FilePath/George%20C.%20Scott%20-%20publicity.JPG,film actor,male,1927-10-18T00:00:00Z,United States of America
11,George C. Scott,http://www.wikidata.org/entity/Q182450,http://commons.wikimedia.org/wiki/Special:FilePath/George%20C.%20Scott%201984%20cropped.jpg,film actor,male,1927-10-18T00:00:00Z,United States of America
0,Jason Robards,http://www.wikidata.org/entity/Q296630,http://commons.wikimedia.org/wiki/Special:FilePath/Jason%20Robards-1968-1.jpg,actor,male,1922-07-26T00:00:00Z,United States of America
1,Jason Robards,http://www.wikidata.org/entity/Q296630,http://commons.wikimedia.org/wiki/Special:FilePath/Jason%20Robards-1968-1.jpg,stage actor,male,1922-07-26T00:00:00Z,United States of America
2,Jason Robards,http://www.wikidata.org/entity/Q296630,http://commons.wikimedia.org/wiki/Special:FilePath/Jason%20Robards-1968-1.jpg,voice actor,male,1922-07-26T00:00:00Z,United States of America
3,Jason Robards,http://www.wikidata.org/entity/Q296630,http://commons.wikimedia.org/wiki/Special:FilePath/Jason%20Robards-1968-1.jpg,television actor,male,1922-07-26T00:00:00Z,United States of America
4,Jason Robards,http://www.wikidata.org/entity/Q296630,http://commons.wikimedia.org/wiki/Special:FilePath/Jason%20Robards-1968-1.jpg,film actor,male,1922-07-26T00:00:00Z,United States of America
0,Charles Laughton,http://www.wikidata.org/entity/Q55264,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Laughton-publicity2.JPG,screenwriter,male,1899-07-01T00:00:00Z,United States of America
