,itemLabel,item,image,occupationLabel,genderLabel,bdayLabel,citizenshipLabel
2,Jennifer Jason Leigh,http://www.wikidata.org/entity/Q232902,http://commons.wikimedia.org/wiki/Special:FilePath/Jennifer%20Jason%20Leigh%20by%20Gage%20Skidmore.jpg,film director,female,1962-02-05T00:00:00Z,United States of America
3,Jennifer Jason Leigh,http://www.wikidata.org/entity/Q232902,http://commons.wikimedia.org/wiki/Special:FilePath/Jennifer%20Jason%20Leigh%20by%20Gage%20Skidmore.jpg,film producer,female,1962-02-05T00:00:00Z,United States of America
0,Hilary Swank,http://www.wikidata.org/entity/Q93187,http://commons.wikimedia.org/wiki/Special:FilePath/Hilary%20Swank%20at%2028th%20Tokyo%20International%20Film%20Festival.jpg,actor,female,1974-07-30T00:00:00Z,United States of America
1,Hilary Swank,http://www.wikidata.org/entity/Q93187,http://commons.wikimedia.org/wiki/Special:FilePath/Hilary%20Swank%20at%2028th%20Tokyo%20International%20Film%20Festival.jpg,film producer,female,1974-07-30T00:00:00Z,United States of America
2,Hilary Swank,http://www.wikidata.org/entity/Q93187,http://commons.wikimedia.org/wiki/Special:FilePath/Hilary%20Swank%20at%2028th%20Tokyo%20International%20Film%20Festival.jpg,television actor,female,1974-07-30T00:00:00Z,United States of America
3,Hilary Swank,http://www.wikidata.org/entity/Q93187,http://commons.wikimedia.org/wiki/Special:FilePath/Hilary%20Swank%20at%2028th%20Tokyo%20International%20Film%20Festival.jpg,film actor,female,1974-07-30T00:00:00Z,United States of America
0,Alicia Vikander,http://www.wikidata.org/entity/Q439314,http://commons.wikimedia.org/wiki/Special:FilePath/Alicia%20Vikander%20-%20Tokyo%20International%20Film%20Festival%202019%20%2849013506278%29%20%28cropped%29.jpg,actor,female,1988-10-03T00:00:00Z,Sweden
1,Alicia Vikander,http://www.wikidata.org/entity/Q439314,http://commons.wikimedia.org/wiki/Special:FilePath/Alicia%20Vikander%20-%20Tokyo%20International%20Film%20Festival%202019%20%2849013506278%29%20%28cropped%29.jpg,voice actor,female,1988-10-03T00:00:00Z,Sweden
2,Alicia Vikander,http://www.wikidata.org/entity/Q439314,http://commons.wikimedia.org/wiki/Special:FilePath/Alicia%20Vikander%20-%20Tokyo%20International%20Film%20Festival%202019%20%2849013506278%29%20%28cropped%29.jpg,film producer,female,1988-10-03T00:00:00Z,Sweden
3,Alicia Vikander,http://www.wikidata.org/entity/Q439314,http://commons.wikimedia.org/wiki/Special:FilePath/Alicia%20Vikander%20-%20Tokyo%20International%20Film%20Festival%202019%20%2849013506278%29%20%28cropped%29.jpg,dancer,female,1988-10-03T00:00:00Z,Sweden
4,Alicia Vikander,http://www.wikidata.org/entity/Q439314,http://commons.wikimedia.org/wiki/Special:FilePath/Alicia%20Vikander%20-%20Tokyo%20International%20Film%20Festival%202019%20%2849013506278%29%20%28cropped%29.jpg,film actor,female,1988-10-03T00:00:00Z,Sweden
0,Jessica Chastain,http://www.wikidata.org/entity/Q229313,http://commons.wikimedia.org/wiki/Special:FilePath/Jessica%20Chastain.jpg,actor,female,1977-03-24T00:00:00Z,United States of America
1,Jessica Chastain,http://www.wikidata.org/entity/Q229313,http://commons.wikimedia.org/wiki/Special:FilePath/Jessica%20Chastain.jpg,film producer,female,1977-03-24T00:00:00Z,United States of America
0,Julia Roberts,http://www.wikidata.org/entity/Q40523,http://commons.wikimedia.org/wiki/Special:FilePath/Julia%20Roberts%20Cannes%202016%203.jpg,actor,female,1967-10-28T00:00:00Z,United States of America
1,Julia Roberts,http://www.wikidata.org/entity/Q40523,http://commons.wikimedia.org/wiki/Special:FilePath/Julia%20Roberts%20Cannes%202016%203.jpg,stage actor,female,1967-10-28T00:00:00Z,United States of America
2,Julia Roberts,http://www.wikidata.org/entity/Q40523,http://commons.wikimedia.org/wiki/Special:FilePath/Julia%20Roberts%20Cannes%202016%203.jpg,voice actor,female,1967-10-28T00:00:00Z,United States of America
3,Julia Roberts,http://www.wikidata.org/entity/Q40523,http://commons.wikimedia.org/wiki/Special:FilePath/Julia%20Roberts%20Cannes%202016%203.jpg,film producer,female,1967-10-28T00:00:00Z,United States of America
4,Julia Roberts,http://www.wikidata.org/entity/Q40523,http://commons.wikimedia.org/wiki/Special:FilePath/Julia%20Roberts%20Cannes%202016%203.jpg,model,female,1967-10-28T00:00:00Z,United States of America
5,Julia Roberts,http://www.wikidata.org/entity/Q40523,http://commons.wikimedia.org/wiki/Special:FilePath/Julia%20Roberts%20Cannes%202016%203.jpg,television actor,female,1967-10-28T00:00:00Z,United States of America
6,Julia Roberts,http://www.wikidata.org/entity/Q40523,http://commons.wikimedia.org/wiki/Special:FilePath/Julia%20Roberts%20Cannes%202016%203.jpg,film actor,female,1967-10-28T00:00:00Z,United States of America
0,Bibi Andersson,http://www.wikidata.org/entity/Q234921,http://commons.wikimedia.org/wiki/Special:FilePath/Bibi%20Andersson%20%281961%29.jpg,stage actor,female,1935-11-11T00:00:00Z,Sweden
1,Bibi Andersson,http://www.wikidata.org/entity/Q234921,http://commons.wikimedia.org/wiki/Special:FilePath/Bibi%20Andersson%20%281961%29.jpg,film actor,female,1935-11-11T00:00:00Z,Sweden
0,Vivien Leigh,http://www.wikidata.org/entity/Q129429,http://commons.wikimedia.org/wiki/Special:FilePath/Vivien%20Leigh%20Scarlet.jpg,actor,female,1913-11-05T00:00:00Z,United Kingdom
1,Vivien Leigh,http://www.wikidata.org/entity/Q129429,http://commons.wikimedia.org/wiki/Special:FilePath/Vivien%20Leigh%20Scarlet.jpg,stage actor,female,1913-11-05T00:00:00Z,United Kingdom
2,Vivien Leigh,http://www.wikidata.org/entity/Q129429,http://commons.wikimedia.org/wiki/Special:FilePath/Vivien%20Leigh%20Scarlet.jpg,film actor,female,1913-11-05T00:00:00Z,United Kingdom
0,Eva Green,http://www.wikidata.org/entity/Q191644,http://commons.wikimedia.org/wiki/Special:FilePath/EvaGreenFeb07.jpg,actor,female,1980-07-06T00:00:00Z,France
1,Eva Green,http://www.wikidata.org/entity/Q191644,http://commons.wikimedia.org/wiki/Special:FilePath/EvaGreenByTFL2009TIFF.jpg,actor,female,1980-07-06T00:00:00Z,France
2,Eva Green,http://www.wikidata.org/entity/Q191644,http://commons.wikimedia.org/wiki/Special:FilePath/EvaGreenFeb07.jpg,composer,female,1980-07-06T00:00:00Z,France
3,Eva Green,http://www.wikidata.org/entity/Q191644,http://commons.wikimedia.org/wiki/Special:FilePath/EvaGreenByTFL2009TIFF.jpg,composer,female,1980-07-06T00:00:00Z,France
4,Eva Green,http://www.wikidata.org/entity/Q191644,http://commons.wikimedia.org/wiki/Special:FilePath/EvaGreenFeb07.jpg,model,female,1980-07-06T00:00:00Z,France
5,Eva Green,http://www.wikidata.org/entity/Q191644,http://commons.wikimedia.org/wiki/Special:FilePath/EvaGreenByTFL2009TIFF.jpg,model,female,1980-07-06T00:00:00Z,France
0,Audrey Tautou,http://www.wikidata.org/entity/Q304123,http://commons.wikimedia.org/wiki/Special:FilePath/Audrey%20Tautou%20janvier%202016.jpg,actor,female,1976-08-09T00:00:00Z,France
1,Audrey Tautou,http://www.wikidata.org/entity/Q304123,http://commons.wikimedia.org/wiki/Special:FilePath/Audrey%20Tautou%20janvier%202016.jpg,model,female,1976-08-09T00:00:00Z,France
2,Audrey Tautou,http://www.wikidata.org/entity/Q304123,http://commons.wikimedia.org/wiki/Special:FilePath/Audrey%20Tautou%20janvier%202016.jpg,film actor,female,1976-08-09T00:00:00Z,France
0,Léa Seydoux,http://www.wikidata.org/entity/Q231096,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9a%20Seydoux%20Cannes%202016%20%28cropped%29.jpg,actor,female,1985-07-01T00:00:00Z,France
1,Léa Seydoux,http://www.wikidata.org/entity/Q231096,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9a%20Seydoux%20Cannes%202016%20%28cropped%29.jpg,film actor,female,1985-07-01T00:00:00Z,France
0,Tilda Swinton,http://www.wikidata.org/entity/Q200534,http://commons.wikimedia.org/wiki/Special:FilePath/Tilda%20Swinton%20by%20Gage%20Skidmore%20%28cropped%29.jpg,actor,female,1960-11-04T00:00:00Z,United Kingdom
1,Tilda Swinton,http://www.wikidata.org/entity/Q200534,http://commons.wikimedia.org/wiki/Special:FilePath/Tilda%20Swinton%20by%20Gage%20Skidmore%20%28cropped%29.jpg,actor,female,1960-11-05T00:00:00Z,United Kingdom
2,Tilda Swinton,http://www.wikidata.org/entity/Q200534,http://commons.wikimedia.org/wiki/Special:FilePath/Tilda%20Swinton%20by%20Gage%20Skidmore%20%28cropped%29.jpg,exhibition curator,female,1960-11-04T00:00:00Z,United Kingdom
3,Tilda Swinton,http://www.wikidata.org/entity/Q200534,http://commons.wikimedia.org/wiki/Special:FilePath/Tilda%20Swinton%20by%20Gage%20Skidmore%20%28cropped%29.jpg,exhibition curator,female,1960-11-05T00:00:00Z,United Kingdom
4,Tilda Swinton,http://www.wikidata.org/entity/Q200534,http://commons.wikimedia.org/wiki/Special:FilePath/Tilda%20Swinton%20by%20Gage%20Skidmore%20%28cropped%29.jpg,stage actor,female,1960-11-04T00:00:00Z,United Kingdom
5,Tilda Swinton,http://www.wikidata.org/entity/Q200534,http://commons.wikimedia.org/wiki/Special:FilePath/Tilda%20Swinton%20by%20Gage%20Skidmore%20%28cropped%29.jpg,stage actor,female,1960-11-05T00:00:00Z,United Kingdom
6,Tilda Swinton,http://www.wikidata.org/entity/Q200534,http://commons.wikimedia.org/wiki/Special:FilePath/Tilda%20Swinton%20by%20Gage%20Skidmore%20%28cropped%29.jpg,voice actor,female,1960-11-04T00:00:00Z,United Kingdom
7,Tilda Swinton,http://www.wikidata.org/entity/Q200534,http://commons.wikimedia.org/wiki/Special:FilePath/Tilda%20Swinton%20by%20Gage%20Skidmore%20%28cropped%29.jpg,voice actor,female,1960-11-05T00:00:00Z,United Kingdom
8,Tilda Swinton,http://www.wikidata.org/entity/Q200534,http://commons.wikimedia.org/wiki/Special:FilePath/Tilda%20Swinton%20by%20Gage%20Skidmore%20%28cropped%29.jpg,film director,female,1960-11-04T00:00:00Z,United Kingdom
9,Tilda Swinton,http://www.wikidata.org/entity/Q200534,http://commons.wikimedia.org/wiki/Special:FilePath/Tilda%20Swinton%20by%20Gage%20Skidmore%20%28cropped%29.jpg,film director,female,1960-11-05T00:00:00Z,United Kingdom
10,Tilda Swinton,http://www.wikidata.org/entity/Q200534,http://commons.wikimedia.org/wiki/Special:FilePath/Tilda%20Swinton%20by%20Gage%20Skidmore%20%28cropped%29.jpg,performance artist,female,1960-11-04T00:00:00Z,United Kingdom
11,Tilda Swinton,http://www.wikidata.org/entity/Q200534,http://commons.wikimedia.org/wiki/Special:FilePath/Tilda%20Swinton%20by%20Gage%20Skidmore%20%28cropped%29.jpg,performance artist,female,1960-11-05T00:00:00Z,United Kingdom
12,Tilda Swinton,http://www.wikidata.org/entity/Q200534,http://commons.wikimedia.org/wiki/Special:FilePath/Tilda%20Swinton%20by%20Gage%20Skidmore%20%28cropped%29.jpg,film actor,female,1960-11-04T00:00:00Z,United Kingdom
13,Tilda Swinton,http://www.wikidata.org/entity/Q200534,http://commons.wikimedia.org/wiki/Special:FilePath/Tilda%20Swinton%20by%20Gage%20Skidmore%20%28cropped%29.jpg,film actor,female,1960-11-05T00:00:00Z,United Kingdom
0,Milla Jovovich,http://www.wikidata.org/entity/Q170576,http://commons.wikimedia.org/wiki/Special:FilePath/Milla%20Jovovich%20Oct%20%28cropped%29.jpg,actor,female,1975-12-17T00:00:00Z,United States of America
1,Milla Jovovich,http://www.wikidata.org/entity/Q170576,http://commons.wikimedia.org/wiki/Special:FilePath/Milla%20Jovovich%20Oct%20%28cropped%29.jpg,poet,female,1975-12-17T00:00:00Z,United States of America
2,Milla Jovovich,http://www.wikidata.org/entity/Q170576,http://commons.wikimedia.org/wiki/Special:FilePath/Milla%20Jovovich%20Oct%20%28cropped%29.jpg,nude model,female,1975-12-17T00:00:00Z,United States of America
3,Milla Jovovich,http://www.wikidata.org/entity/Q170576,http://commons.wikimedia.org/wiki/Special:FilePath/Milla%20Jovovich%20Oct%20%28cropped%29.jpg,singer,female,1975-12-17T00:00:00Z,United States of America
4,Milla Jovovich,http://www.wikidata.org/entity/Q170576,http://commons.wikimedia.org/wiki/Special:FilePath/Milla%20Jovovich%20Oct%20%28cropped%29.jpg,songwriter,female,1975-12-17T00:00:00Z,United States of America
5,Milla Jovovich,http://www.wikidata.org/entity/Q170576,http://commons.wikimedia.org/wiki/Special:FilePath/Milla%20Jovovich%20Oct%20%28cropped%29.jpg,guitarist,female,1975-12-17T00:00:00Z,United States of America
6,Milla Jovovich,http://www.wikidata.org/entity/Q170576,http://commons.wikimedia.org/wiki/Special:FilePath/Milla%20Jovovich%20Oct%20%28cropped%29.jpg,supermodel,female,1975-12-17T00:00:00Z,United States of America
7,Milla Jovovich,http://www.wikidata.org/entity/Q170576,http://commons.wikimedia.org/wiki/Special:FilePath/Milla%20Jovovich%20Oct%20%28cropped%29.jpg,executive producer,female,1975-12-17T00:00:00Z,United States of America
8,Milla Jovovich,http://www.wikidata.org/entity/Q170576,http://commons.wikimedia.org/wiki/Special:FilePath/Milla%20Jovovich%20Oct%20%28cropped%29.jpg,dressmaker,female,1975-12-17T00:00:00Z,United States of America
9,Milla Jovovich,http://www.wikidata.org/entity/Q170576,http://commons.wikimedia.org/wiki/Special:FilePath/Milla%20Jovovich%20Oct%20%28cropped%29.jpg,voice actor,female,1975-12-17T00:00:00Z,United States of America
10,Milla Jovovich,http://www.wikidata.org/entity/Q170576,http://commons.wikimedia.org/wiki/Special:FilePath/Milla%20Jovovich%20Oct%20%28cropped%29.jpg,fashion model,female,1975-12-17T00:00:00Z,United States of America
11,Milla Jovovich,http://www.wikidata.org/entity/Q170576,http://commons.wikimedia.org/wiki/Special:FilePath/Milla%20Jovovich%20Oct%20%28cropped%29.jpg,fashion designer,female,1975-12-17T00:00:00Z,United States of America
12,Milla Jovovich,http://www.wikidata.org/entity/Q170576,http://commons.wikimedia.org/wiki/Special:FilePath/Milla%20Jovovich%20Oct%20%28cropped%29.jpg,model,female,1975-12-17T00:00:00Z,United States of America
13,Milla Jovovich,http://www.wikidata.org/entity/Q170576,http://commons.wikimedia.org/wiki/Special:FilePath/Milla%20Jovovich%20Oct%20%28cropped%29.jpg,television actor,female,1975-12-17T00:00:00Z,United States of America
14,Milla Jovovich,http://www.wikidata.org/entity/Q170576,http://commons.wikimedia.org/wiki/Special:FilePath/Milla%20Jovovich%20Oct%20%28cropped%29.jpg,film actor,female,1975-12-17T00:00:00Z,United States of America
0,Faye Dunaway,http://www.wikidata.org/entity/Q168721,http://commons.wikimedia.org/wiki/Special:FilePath/Faye%20Dunaway%20-%201971%20-%20PBS.JPG,screenwriter,female,1941-01-14T00:00:00Z,United States of America
1,Faye Dunaway,http://www.wikidata.org/entity/Q168721,http://commons.wikimedia.org/wiki/Special:FilePath/Faye%20Dunaway%20-%201971%20-%20PBS.JPG,actor,female,1941-01-14T00:00:00Z,United States of America
2,Faye Dunaway,http://www.wikidata.org/entity/Q168721,http://commons.wikimedia.org/wiki/Special:FilePath/Faye%20Dunaway%20-%201971%20-%20PBS.JPG,stage actor,female,1941-01-14T00:00:00Z,United States of America
3,Faye Dunaway,http://www.wikidata.org/entity/Q168721,http://commons.wikimedia.org/wiki/Special:FilePath/Faye%20Dunaway%20-%201971%20-%20PBS.JPG,film director,female,1941-01-14T00:00:00Z,United States of America
4,Faye Dunaway,http://www.wikidata.org/entity/Q168721,http://commons.wikimedia.org/wiki/Special:FilePath/Faye%20Dunaway%20-%201971%20-%20PBS.JPG,film producer,female,1941-01-14T00:00:00Z,United States of America
5,Faye Dunaway,http://www.wikidata.org/entity/Q168721,http://commons.wikimedia.org/wiki/Special:FilePath/Faye%20Dunaway%20-%201971%20-%20PBS.JPG,television actor,female,1941-01-14T00:00:00Z,United States of America
6,Faye Dunaway,http://www.wikidata.org/entity/Q168721,http://commons.wikimedia.org/wiki/Special:FilePath/Faye%20Dunaway%20-%201971%20-%20PBS.JPG,film actor,female,1941-01-14T00:00:00Z,United States of America
0,Scarlett Johansson,http://www.wikidata.org/entity/Q34436,http://commons.wikimedia.org/wiki/Special:FilePath/Scarlett%20Johansson%20by%20Gage%20Skidmore%202%20%28cropped%29.jpg,singer,female,1984-11-22T00:00:00Z,United States of America
1,Scarlett Johansson,http://www.wikidata.org/entity/Q34436,http://commons.wikimedia.org/wiki/Special:FilePath/Scarlett%20Johansson%20by%20Gage%20Skidmore%202%20%28cropped%29.jpg,singer,female,1984-11-22T00:00:00Z,Kingdom of Denmark
2,Scarlett Johansson,http://www.wikidata.org/entity/Q34436,http://commons.wikimedia.org/wiki/Special:FilePath/Scarlett%20Johansson%20by%20Gage%20Skidmore%202%20%28cropped%29.jpg,stage actor,female,1984-11-22T00:00:00Z,United States of America
3,Scarlett Johansson,http://www.wikidata.org/entity/Q34436,http://commons.wikimedia.org/wiki/Special:FilePath/Scarlett%20Johansson%20by%20Gage%20Skidmore%202%20%28cropped%29.jpg,stage actor,female,1984-11-22T00:00:00Z,Kingdom of Denmark
4,Scarlett Johansson,http://www.wikidata.org/entity/Q34436,http://commons.wikimedia.org/wiki/Special:FilePath/Scarlett%20Johansson%20by%20Gage%20Skidmore%202%20%28cropped%29.jpg,voice actor,female,1984-11-22T00:00:00Z,United States of America
5,Scarlett Johansson,http://www.wikidata.org/entity/Q34436,http://commons.wikimedia.org/wiki/Special:FilePath/Scarlett%20Johansson%20by%20Gage%20Skidmore%202%20%28cropped%29.jpg,voice actor,female,1984-11-22T00:00:00Z,Kingdom of Denmark
6,Scarlett Johansson,http://www.wikidata.org/entity/Q34436,http://commons.wikimedia.org/wiki/Special:FilePath/Scarlett%20Johansson%20by%20Gage%20Skidmore%202%20%28cropped%29.jpg,film director,female,1984-11-22T00:00:00Z,United States of America
7,Scarlett Johansson,http://www.wikidata.org/entity/Q34436,http://commons.wikimedia.org/wiki/Special:FilePath/Scarlett%20Johansson%20by%20Gage%20Skidmore%202%20%28cropped%29.jpg,film director,female,1984-11-22T00:00:00Z,Kingdom of Denmark
8,Scarlett Johansson,http://www.wikidata.org/entity/Q34436,http://commons.wikimedia.org/wiki/Special:FilePath/Scarlett%20Johansson%20by%20Gage%20Skidmore%202%20%28cropped%29.jpg,model,female,1984-11-22T00:00:00Z,United States of America
9,Scarlett Johansson,http://www.wikidata.org/entity/Q34436,http://commons.wikimedia.org/wiki/Special:FilePath/Scarlett%20Johansson%20by%20Gage%20Skidmore%202%20%28cropped%29.jpg,model,female,1984-11-22T00:00:00Z,Kingdom of Denmark
10,Scarlett Johansson,http://www.wikidata.org/entity/Q34436,http://commons.wikimedia.org/wiki/Special:FilePath/Scarlett%20Johansson%20by%20Gage%20Skidmore%202%20%28cropped%29.jpg,film actor,female,1984-11-22T00:00:00Z,United States of America
11,Scarlett Johansson,http://www.wikidata.org/entity/Q34436,http://commons.wikimedia.org/wiki/Special:FilePath/Scarlett%20Johansson%20by%20Gage%20Skidmore%202%20%28cropped%29.jpg,film actor,female,1984-11-22T00:00:00Z,Kingdom of Denmark
12,Scarlett Johansson,http://www.wikidata.org/entity/Q34436,http://commons.wikimedia.org/wiki/Special:FilePath/Scarlett%20Johansson%20by%20Gage%20Skidmore%202%20%28cropped%29.jpg,recording artist,female,1984-11-22T00:00:00Z,United States of America
13,Scarlett Johansson,http://www.wikidata.org/entity/Q34436,http://commons.wikimedia.org/wiki/Special:FilePath/Scarlett%20Johansson%20by%20Gage%20Skidmore%202%20%28cropped%29.jpg,recording artist,female,1984-11-22T00:00:00Z,Kingdom of Denmark
0,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,screenwriter,female,1975-06-04T00:00:00Z,United States of America
1,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,screenwriter,female,1975-06-04T00:00:00Z,Cambodia
2,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,actor,female,1975-06-04T00:00:00Z,United States of America
3,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,actor,female,1975-06-04T00:00:00Z,Cambodia
4,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,writer,female,1975-06-04T00:00:00Z,United States of America
5,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,writer,female,1975-06-04T00:00:00Z,Cambodia
6,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,character actor,female,1975-06-04T00:00:00Z,United States of America
7,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,character actor,female,1975-06-04T00:00:00Z,Cambodia
8,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,executive producer,female,1975-06-04T00:00:00Z,United States of America
9,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,executive producer,female,1975-06-04T00:00:00Z,Cambodia
10,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,filmmaker,female,1975-06-04T00:00:00Z,United States of America
11,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,filmmaker,female,1975-06-04T00:00:00Z,Cambodia
12,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,voice actor,female,1975-06-04T00:00:00Z,United States of America
13,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,voice actor,female,1975-06-04T00:00:00Z,Cambodia
14,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,film director,female,1975-06-04T00:00:00Z,United States of America
15,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,film director,female,1975-06-04T00:00:00Z,Cambodia
16,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,film producer,female,1975-06-04T00:00:00Z,United States of America
17,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,film producer,female,1975-06-04T00:00:00Z,Cambodia
18,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,fashion model,female,1975-06-04T00:00:00Z,United States of America
19,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,fashion model,female,1975-06-04T00:00:00Z,Cambodia
20,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,model,female,1975-06-04T00:00:00Z,United States of America
21,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,model,female,1975-06-04T00:00:00Z,Cambodia
22,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,television actor,female,1975-06-04T00:00:00Z,United States of America
23,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,television actor,female,1975-06-04T00:00:00Z,Cambodia
24,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,film actor,female,1975-06-04T00:00:00Z,United States of America
25,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,film actor,female,1975-06-04T00:00:00Z,Cambodia
26,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,philanthropist,female,1975-06-04T00:00:00Z,United States of America
27,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,philanthropist,female,1975-06-04T00:00:00Z,Cambodia
28,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,manufacturer,female,1975-06-04T00:00:00Z,United States of America
29,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,manufacturer,female,1975-06-04T00:00:00Z,Cambodia
30,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,diarist,female,1975-06-04T00:00:00Z,United States of America
31,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,diarist,female,1975-06-04T00:00:00Z,Cambodia
32,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,humanitarian,female,1975-06-04T00:00:00Z,United States of America
33,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,humanitarian,female,1975-06-04T00:00:00Z,Cambodia
34,Angelina Jolie,http://www.wikidata.org/entity/Q13909,http://commons.wikimedia.org/wiki/Special:FilePath/Angelina%20Jolie%202%20June%202014%20%28cropped%29.jpg,film screenwriter,female,1975-06-04T00:00:00Z,United States of America
