,ellen_burstyn,julia_roberts,liam_hemsworth,meryl_streep,jack_lemmon,jennifer_lawrence,kate_mara,adele_exarchopoulos,marilyn_monroe,michael_caine,spencer_tracy,mel_gibson,amanda_plummer,johnny_depp,brad_pitt,demi_moore,jessica_chastain,jimmy_fallon,charlize_theron,george_c._scott,gene_hackman,benicio_del_toro,gene_kelly,samuel_l._jackson,tom_hanks,emmy_rossum,janet_leigh,steve_mcqueen,gary_cooper,orson_welles,maggie_gyllenhaal,tommy_lee_jones,jeff_bridges,naomi_watts,alyson_hannigan,rachel_weisz,ralph_fiennes,hailee_steinfeld,alan_arkin,kirk_douglas,jim_carrey,joaquin_phoenix,robert_redford,felicity_jones,kim_basinger,kirsten_dunst,natalie_portman,albert_finney,matt_damon,cameron_diaz,sharon_stone,charlton_heston,grace_kelly,julia_louis-dreyfus,jodie_foster,marion_cotillard,gregory_peck,humphrey_bogart,burt_lancaster,marlon_brando,margot_robbie,james_dean,liam_neeson,amy_adams,chloe_grace_moretz,william_holden,elizabeth_banks,woody_allen,leonardo_dicaprio,christopher_walken,daniel_day-lewis,jack_nicholson,sean_connery,peter_finch,ian_mckellen,jason_robards,angelina_jolie,emma_mackey,ben_kingsley,tom_cruise,mia_farrow,julianne_moore,cary_grant,sean_penn,blake_lively,keira_knightley,diane_kruger,frances_mcdormand,robert_mitchum,harrison_ford,colin_firth,denzel_washington,melanie_laurent,will_smith,henry_fonda,al_pacino,kevin_spacey,bette_davis,anthony_quinn,brie_larson,edward_norton,jamie_foxx,daisy_ridley,martin_sheen,scarlett_johansson,carrie_fisher,peter_o'toole,john_wayne,diane_keaton,julie_delpy,lauren_cohan,faye_dunaway,vera_farmiga,shelley_duvall,rooney_mara,anne_hathaway,robert_downey_jr.,kim_novak,christopher_plummer,lucy_liu,charles_laughton,saoirse_ronan,anna_kendrick,javier_bardem,rosamund_pike,morgan_freeman,robin_wright,virginia_cherrill,john_goodman,kaya_scodelario,uma_thurman,alec_guinness,nicole_kidman,milla_jovovich,christoph_waltz,russell_crowe,charles_chaplin,dustin_hoffman,cate_blanchett,hilary_swank,emma_watson,elliot_page,jennifer_jason_leigh,jennifer_aniston,lea_seydoux,emma_stone,sidney_poitier,james_stewart,marlene_dietrich,joe_pesci,anthony_hopkins,richard_burton,philip_seymour_hoffman,liv_ullmann,peter_sellers,paul_newman,chris_hemsworth,heath_ledger,matthew_mcconaughey,katherine_parkinson,maggie_smith,james_cagney,laurence_olivier,michelle_pfeiffer,elizabeth_olsen,buster_keaton,robert_de_niro,gloria_swanson,sally_hawkins,tilda_swinton,ingrid_bergman,vivien_leigh,don_cheadle,clint_eastwood,evangeline_lilly,jaime_king,gary_oldman,alicia_vikander,rachel_mcadams,viola_davis,bibi_andersson,talia_shire,jennifer_connelly,alan_rickman,samara_weaving,robin_williams,helena_bonham_carter,olga_kurylenko,katheryn_winnick,geoffrey_rush,audrey_tautou,kate_winslet,jon_voight,sigourney_weaver,michael_douglas,christian_bale,carey_mulligan,eva_green,emily_blunt,hugh_jackman,robert_duvall,clark_gable,octavia_spencer,joan_allen,bill_murray,jeremy_irons,edward_g._robinson
50,-30.73476,23.698853,-31.19737,-17.728115,-15.965729,21.876064,-3.2702339,8.257996,-17.23048,-18.998184,-14.82607,-20.793697,16.88951,-11.147629,-21.937479,-19.883495,14.094431,-16.42958,22.954926,-11.229824,-23.326687,-20.143358,-39.82495,-12.828065,-19.77495,15.025901,-36.04862,-47.497498,-23.146187,-12.828065,14.094431,-19.77495,-6.8422303,20.497644,32.17127,23.698853,-43.852615,26.767708,-32.049522,-20.793697,-5.8476367,-23.017887,-14.366277,8.257996,-17.23048,-21.224922,23.222748,0.18402754,24.645931,-17.23048,14.094431,-22.012295,-23.146187,20.497644,35.712307,-4.220067,-18.998184,-18.76552,-9.031087,-30.73476,18.340479,-25.03597,-5.8476367,-8.26389,13.070124,-17.027782,36.782005,-20.143358,-12.145141,-18.516037,-11.079926,-32.049522,26.737087,-18.998184,-39.4492,-24.901768,33.28761,3.9534156,-38.12592,-12.145141,25.694407,8.548803,-36.355904,-31.19737,37.100513,27.637901,41.347904,-2.1877716,-28.387884,-18.76552,-45.268753,7.192966,-27.768177,20.451962,-27.665766,-32.584633,-27.665766,-7.1549754,-38.12592,31.433588,-47.497498,-12.430413,11.746453,-27.665766,17.978395,-40.211895,-18.411415,-6.8422303,37.66967,30.36093,30.890013,19.078037,20.497644,24.607462,29.537712,-23.326687,-12.828065,-8.26389,-5.725354,-8.277208,-9.031087,19.586515,17.206284,-30.73476,37.100513,-30.168154,21.876064,-28.387884,-31.278791,35.712307,15.025901,-17.23048,3.9534156,34.669415,36.954906,-5.8476367,-30.73476,-4.7916813,6.3698387,30.890013,8.90481,26.737087,-2.1877716,11.86515,37.100513,15.1997595,-18.411415,-18.76552,-21.8252,-38.12592,-21.937479,-26.299517,-24.055618,-17.23048,11.224054,-26.299517,3.9534156,-18.76552,-38.12592,7.192966,-2.1877716,-24.26888,-25.03597,15.025901,-17.728115,-7.8778143,-17.471899,-8.26389,-3.2702339,7.192966,-9.866195,-32.584633,-12.828065,-18.76552,23.508514,7.192966,-25.507942,44.56226,18.841452,17.498295,31.605349,-33.508835,27.416773,-24.26888,13.539366,-39.4492,6.3698387,18.841452,36.954906,-16.108551,42.32999,11.86515,-19.77495,-4.565008,-21.8252,-28.860556,-36.712547,17.206284,-5.725354,-28.978672,-11.147629,-16.42958,28.582142,-34.080925,-23.9405,-23.326687,-42.034348
51,-22.012295,17.498295,-25.507942,-3.2702339,-38.22446,41.601143,21.876064,-2.1877716,-9.912743,-0.24991609,-20.793697,-18.998184,-39.82495,-40.362965,24.607462,41.892147,42.972565,-14.366277,19.586515,-30.73476,-32.050415,-13.766063,-20.793697,-19.883495,-45.268753,29.461454,-16.42958,-32.584633,-20.010386,-15.17188,42.32999,-16.108551,-46.503056,24.645931,9.309427,6.481924,-9.912743,-3.2702339,-19.883495,-8.26389,-32.050415,-17.027782,-21.937479,31.433588,-6.705454,19.586515,7.192966,-22.012295,-19.883495,37.100513,-9.866195,-33.13226,16.88951,-7.8778143,14.094431,6.3698387,-14.231489,28.691648,-12.145141,-24.055618,9.309427,-16.108551,-18.411415,33.209496,-14.82607,-4.565008,14.14461,-23.017887,-11.079926,-28.387884,-42.14039,0.27926663,-16.42958,-21.937479,-17.22335,-32.946175,7.192966,35.66258,-0.85969037,-9.912743,-40.211895,16.88951,-30.168154,-16.42958,35.712307,11.224054,23.222748,36.954906,-25.507942,-25.03597,-20.793697,40.92952,-36.355904,32.17127,-44.55847,-43.950195,-19.883495,28.691648,-12.828065,21.56975,-34.080925,-23.326687,37.66967,-42.034348,18.841452,46.549717,-0.24991609,-36.028496,20.497644,5.769936,-2.1877716,-12.430413,37.727962,17.498295,14.094431,15.1997595,-14.366277,22.954926,-17.471899,-17.22335,-12.828065,-24.971972,45.346493,-38.12592,21.064133,-23.9405,44.56226,39.174114,-34.080925,8.90481,-27.768177,-34.080925,-3.2702339,-35.074825,-39.82495,-28.387884,-27.768177,-6.8422303,-20.010386,36.954906,-46.592503,-18.998184,5.769936,-7.1549754,16.88951,37.66967,-18.998184,-7.8778143,-17.23048,-31.19737,-24.055618,-30.73476,-28.860556,36.782005,-6.8422303,-17.22335,-17.22335,-36.028496,-36.028496,3.9534156,10.494803,-16.108551,-17.027782,13.539366,-15.17188,-20.143358,-23.326687,-13.423986,-20.143358,-28.978672,21.876064,30.36093,-32.050415,0.27926663,5.769936,37.100513,-35.074825,-26.053713,-16.42958,29.537712,27.637901,-0.06008259,40.14473,-44.55847,24.645931,-21.8252,-7.1549754,9.309427,15.025901,-29.809515,13.070124,30.890013,-38.22446,-11.079926,-11.229824,-3.2702339,19.078037,6.481924,21.876064,-46.592503,-14.366277,-17.471899,-12.430413,22.954926,-47.549248,-35.074825,4.08006
52,-18.998184,-29.809515,-21.8252,-23.146187,-18.76552,34.669415,17.978395,-3.7705843,-7.8778143,-23.146187,-11.147629,-44.55847,-6.8422303,-28.387884,-3.2702339,40.92952,33.209496,-38.22446,20.585474,-22.012295,-13.766063,-27.665766,-24.055618,-28.978672,-30.73476,30.36093,23.698853,-17.027782,-20.143358,-27.665766,23.698853,-38.22446,-20.143358,34.669415,29.461454,30.49453,-13.423986,-31.19737,-28.387884,-18.516037,-9.912743,-28.860556,-8.277208,9.880837,23.508514,-3.2702339,30.49453,-26.053713,-17.728115,15.308876,18.098549,-12.145141,27.416773,38.63571,42.972565,-17.23048,3.9534156,3.9534156,-27.665766,-20.793697,-4.220067,-47.549248,-18.516037,-18.76552,15.308876,-6.705454,18.098549,-11.229824,-0.85969037,-12.145141,-17.728115,-28.860556,-19.77495,-34.080925,-0.24991609,-32.584633,15.85578,2.1251159,-14.82607,-11.147629,-9.031087,21.56975,-19.883495,-23.326687,21.064133,-3.7705843,41.601143,-25.507942,-5.8476367,-42.034348,-25.649073,22.954926,-23.146187,39.174114,-30.73476,-4.7916813,-9.912743,-14.82607,-12.430413,-32.946175,-28.387884,-20.143358,-16.42958,-13.766063,11.746453,-4.565008,-28.978672,-18.76552,40.14473,36.782005,8.90481,42.972565,-3.2702339,22.954926,15.025901,-28.860556,-12.430413,21.876064,-33.508835,44.56226,-18.516037,20.451962,8.257996,-17.22335,24.607462,-26.299517,-31.19737,19.586515,-22.012295,11.746453,9.880837,-13.766063,-17.23048,21.876064,-28.860556,-9.866195,-36.712547,-17.728115,-17.728115,18.098549,21.816792,-36.712547,-24.26888,14.094431,-17.23048,15.308876,-25.03597,-5.8476367,-14.231489,-5.8476367,-31.19737,-15.17188,-24.901768,20.585474,-25.507942,-12.145141,-34.080925,-24.901768,-17.728115,-18.76552,11.224054,-31.19737,-16.108551,11.746453,13.539366,-22.012295,-38.22446,-11.147629,14.14461,-33.508835,-30.168154,31.605349,-25.507942,-11.147629,23.698853,-0.24991609,-36.355904,-15.17188,18.098549,-17.23048,40.14473,6.3698387,-44.55847,-21.8252,23.508514,-26.299517,-42.14039,14.14461,21.064133,-14.231489,11.746453,-17.23048,-4.565008,46.549717,-26.299517,-14.197795,-36.028496,-17.22335,40.694115,-20.793697,-28.978672,-24.901768,40.694115,37.66967,-12.145141,-25.03597,-27.665766
53,-17.027782,15.025901,-32.584633,-4.220067,-18.411415,9.309427,9.880837,11.224054,-33.508835,-26.299517,-34.080925,-18.411415,-43.950195,20.497644,36.954906,38.63571,-18.76552,-39.4492,18.841452,-18.998184,-27.665766,-5.8476367,-14.82607,-13.766063,-11.229824,-17.728115,6.3698387,-19.77495,-21.937479,-34.080925,6.481924,-23.9405,-8.26389,13.539366,27.637901,40.694115,-26.053713,29.77957,-14.231489,-42.14039,-20.010386,-19.77495,-17.728115,23.222748,-39.82495,17.978395,-42.14039,-21.937479,-22.012295,18.841452,15.025901,-23.017887,-11.147629,17.206284,18.098549,-3.2702339,-46.592503,-18.516037,-6.8422303,-16.108551,45.157787,-22.012295,-19.77495,-4.840425,18.841452,-27.260656,20.451962,-32.050415,-31.278791,-13.766063,-46.503056,-27.768177,-23.017887,-8.26389,-38.12592,0.18402754,-16.108551,-27.768177,-28.978672,36.782005,36.954906,42.32999,-35.519753,-9.912743,9.309427,-17.23048,-39.4492,-23.9405,-21.8252,-16.108551,-17.728115,35.66258,15.85578,21.816792,-42.14039,-16.42958,-30.73476,15.025901,-24.971972,30.890013,-12.145141,-17.027782,20.497644,-18.76552,30.890013,23.508514,-31.278791,-22.012295,42.32999,26.767708,17.978395,45.157787,-27.768177,36.954906,11.86515,-36.028496,-7.8778143,23.508514,-40.211895,-9.912743,-6.705454,41.601143,20.451962,-33.13226,13.539366,-18.411415,18.841452,-5.725354,-5.8476367,-17.23048,-8.26389,-28.978672,34.669415,-17.23048,-7.8778143,-17.471899,-3.2702339,-19.883495,45.346493,20.451962,33.28761,-47.549248,-9.912743,-24.901768,36.782005,40.92952,-13.423986,-23.017887,-17.728115,-32.049522,-17.728115,-25.03597,-22.012295,-32.049522,-27.665766,-16.108551,-21.8252,-24.971972,-9.866195,41.347904,8.90481,-36.355904,-25.649073,14.14461,-5.725354,-25.03597,-21.937479,18.841452,21.56975,-20.793697,35.66258,18.340479,-31.278791,-28.978672,23.222748,15.85578,-38.22446,15.025901,-17.728115,20.585474,-17.23048,0.27926663,15.1997595,-25.507942,15.025901,-24.055618,40.694115,19.078037,20.497644,-20.143358,13.539366,13.539366,-5.725354,-11.229824,-32.584633,-21.224922,21.56975,-16.42958,41.601143,-23.9405,-25.03597,-27.260656,-11.229824,27.416773,-11.147629,-22.012295,-23.326687
54,0.18402754,23.508514,-34.080925,3.9534156,-30.168154,21.816792,30.890013,41.347904,-4.840425,-28.978672,-32.946175,-31.19737,-42.14039,-40.211895,-19.77495,-24.971972,14.14461,-40.362965,-4.220067,-0.06008259,0.27926663,-30.73476,-43.950195,-32.050415,-42.14039,28.691648,36.782005,-20.793697,-14.366277,-12.430413,-24.901768,-4.7916813,-17.22335,3.9534156,15.308876,41.601143,-17.22335,17.498295,-21.8252,-42.034348,-21.8252,-20.010386,-14.82607,10.494803,6.481924,38.63571,-3.7705843,-38.12592,-21.937479,17.206284,-30.73476,-15.965729,13.070124,-18.411415,-18.76552,8.548803,-24.26888,-23.017887,4.08006,-16.42958,11.746453,-44.55847,-24.26888,-31.19737,44.56226,-47.497498,-7.1549754,23.508514,-32.049522,-24.26888,-17.027782,-30.73476,-14.366277,-39.82495,-32.050415,-42.034348,36.954906,18.841452,-6.8422303,-0.24991609,27.585815,23.508514,-11.079926,-6.8422303,23.698853,13.539366,20.585474,-12.145141,-11.147629,-23.9405,-47.497498,32.17127,-35.519753,-2.1877716,-18.76552,-43.852615,-28.978672,-31.278791,-18.516037,-3.7705843,-26.053713,-36.355904,14.094431,0.27926663,19.586515,18.575277,-0.06008259,-21.937479,34.636566,27.585815,37.66967,23.698853,5.769936,30.737099,30.36093,-27.768177,-28.387884,7.192966,-34.080925,24.607462,-11.147629,-7.1549754,17.498295,-0.06008259,20.451962,-17.22335,13.070124,-36.712547,-28.387884,43.648884,10.494803,0.27926663,13.539366,-9.912743,-16.42958,-34.080925,-16.108551,-32.584633,44.56226,24.645931,15.85578,27.416773,-18.76552,-29.809515,29.461454,13.070124,-32.050415,-15.17188,-20.793697,-28.978672,-0.06008259,22.954926,-43.950195,-17.22335,-36.04862,0.27926663,-17.471899,-31.278791,4.08006,25.694407,0.27926663,-17.728115,-12.145141,10.494803,6.481924,-18.516037,-36.712547,16.88951,15.025901,26.767708,25.694407,-32.049522,-24.901768,-17.23048,17.978395,-11.147629,-31.278791,31.433588,-23.326687,-24.901768,21.56975,-18.411415,-23.326687,-34.080925,2.1251159,-28.860556,-27.665766,40.14473,19.078037,-23.326687,24.607462,18.098549,-13.766063,-27.768177,-38.12592,-33.13226,-42.14039,7.192966,15.025901,-38.22446,-24.055618,-21.937479,21.064133,-4.840425,-43.950195,-43.950195,-40.211895
55,-34.080925,20.497644,-23.017887,-8.26389,-35.519753,-4.220067,27.637901,38.63571,31.605349,-29.809515,-24.055618,-30.73476,-34.080925,-5.8476367,-25.507942,-4.220067,34.636566,-21.937479,23.508514,11.746453,-30.73476,-17.027782,-27.260656,-26.299517,-9.031087,14.14461,37.727962,-23.017887,-23.326687,-24.901768,40.92952,-25.649073,-20.010386,9.309427,19.078037,-2.1877716,-24.26888,41.601143,-27.665766,-14.231489,-46.503056,-12.145141,-38.12592,41.892147,-31.19737,-18.411415,6.481924,-6.8422303,-11.229824,-29.809515,-30.168154,-17.22335,-9.866195,-29.809515,17.498295,41.601143,-18.411415,-14.231489,-34.080925,-23.9405,18.098549,-23.146187,-25.03597,42.32999,13.539366,-16.108551,11.746453,-28.978672,-34.080925,-21.8252,-47.549248,-17.471899,-16.108551,-21.8252,-15.17188,-28.860556,15.308876,20.451962,-23.326687,-30.73476,18.841452,26.737087,-24.26888,-43.950195,42.972565,26.737087,44.56226,-12.430413,-23.326687,-12.145141,0.18402754,-20.793697,-28.860556,27.416773,-24.055618,-9.031087,-32.049522,35.712307,-33.13226,18.098549,-32.049522,-31.19737,13.070124,-17.23048,24.645931,19.586515,-38.22446,-20.793697,42.972565,-31.278791,19.586515,25.694407,-29.809515,42.972565,39.174114,37.100513,-14.231489,-4.840425,-21.937479,18.575277,-38.22446,15.025901,27.637901,-20.793697,-3.2702339,-23.146187,-18.76552,-9.912743,-30.168154,21.876064,-33.508835,-9.031087,-35.519753,13.539366,-14.197795,-23.9405,11.746453,-14.366277,-22.012295,37.66967,20.585474,-19.883495,-30.168154,-11.229824,18.098549,42.32999,-25.507942,-12.828065,-40.211895,-42.14039,-4.7916813,-43.950195,-18.76552,23.698853,-8.26389,0.18402754,-32.584633,-35.074825,-24.901768,41.601143,25.829344,-20.010386,-23.017887,19.586515,31.605349,-13.423986,-44.55847,-39.82495,24.645931,14.14461,-14.197795,-31.19737,-33.508835,-18.516037,-29.809515,15.1997595,-18.411415,29.461454,-25.507942,-16.42958,25.829344,6.481924,-21.937479,-9.912743,13.070124,0.18402754,-8.26389,40.694115,15.85578,-27.260656,37.727962,14.14461,-15.17188,37.100513,-24.901768,-31.19737,38.63571,-3.2702339,-17.23048,-9.866195,-14.231489,-12.145141,25.829344,36.954906,-28.387884,-11.079926,21.816792
56,-33.13226,-17.23048,-17.728115,23.508514,3.9534156,-27.768177,8.90481,24.607462,10.494803,-0.06008259,-27.665766,-14.82607,-14.197795,-12.430413,-17.22335,45.346493,11.224054,-0.06008259,8.548803,-18.411415,-9.031087,-0.06008259,-21.937479,-23.146187,-30.168154,36.782005,27.585815,-12.145141,14.094431,3.9534156,37.100513,-28.978672,-9.912743,21.064133,41.601143,45.157787,-33.13226,-4.220067,-25.507942,-36.04862,0.18402754,-36.028496,-16.108551,30.49453,4.08006,21.876064,19.078037,-31.278791,-32.049522,-17.471899,44.56226,-0.24991609,-6.705454,-6.705454,17.206284,26.108665,-23.017887,22.954926,-43.950195,-12.828065,23.508514,-31.19737,-24.055618,-17.23048,21.064133,-24.901768,23.698853,-27.260656,-14.366277,-19.883495,-30.73476,-24.26888,-47.549248,-9.912743,-21.8252,-28.387884,-3.2702339,9.309427,-19.77495,41.347904,30.737099,-17.728115,-21.8252,-36.355904,20.451962,14.14461,-25.03597,-19.883495,-23.9405,-13.766063,-11.147629,9.309427,-32.946175,-3.7705843,-8.26389,-39.4492,-19.77495,-3.7705843,-9.912743,-27.665766,-26.299517,-43.950195,20.451962,-32.584633,27.637901,37.727962,-32.050415,-11.229824,28.582142,21.064133,27.637901,-17.471899,41.601143,15.308876,-3.2702339,33.209496,-11.079926,-17.23048,-28.978672,-16.42958,0.18402754,17.498295,33.209496,-28.978672,18.098549,-16.108551,40.92952,34.669415,-19.77495,-17.728115,41.892147,-27.665766,-28.860556,-27.768177,-23.017887,-20.143358,-47.497498,-27.665766,-24.26888,23.698853,20.497644,-17.728115,14.14461,-9.912743,40.14473,24.645931,-33.13226,-14.82607,-6.8422303,-24.26888,-9.031087,-18.998184,-16.108551,15.308876,-20.793697,-11.079926,-31.19737,-44.55847,-17.22335,-20.010386,-22.012295,-18.411415,-30.73476,17.978395,-25.507942,-27.768177,-23.017887,24.645931,14.094431,-28.387884,29.461454,-8.26389,-2.4027066,0.18402754,29.461454,36.954906,-47.549248,-7.1549754,34.636566,46.549717,38.63571,-30.73476,40.92952,-13.423986,-4.220067,-34.080925,18.841452,29.461454,-16.108551,-24.26888,37.100513,19.586515,-23.146187,-18.411415,-28.387884,-28.387884,-32.584633,41.347904,23.698853,-20.010386,-26.299517,-47.549248,17.498295,25.829344,-12.430413,-24.055618,29.461454
57,-12.828065,20.451962,4.08006,22.954926,-35.074825,15.1997595,19.586515,6.481924,-11.147629,-38.22446,-27.260656,-28.387884,-25.03597,44.56226,-35.519753,15.1997595,20.585474,-17.471899,-2.4027066,-32.049522,-4.7916813,-9.866195,-24.971972,-7.1549754,-18.411415,-2.1877716,17.498295,-23.9405,-42.14039,-35.519753,-5.8476367,-32.050415,-18.411415,23.698853,40.92952,43.648884,-9.031087,41.347904,-23.017887,-16.108551,-32.584633,-22.012295,-19.883495,44.56226,-3.2702339,23.698853,20.585474,-27.665766,-32.050415,-5.8476367,40.14473,-32.584633,-17.23048,-28.978672,-29.809515,29.461454,13.070124,-5.8476367,-18.76552,-36.04862,20.497644,-6.8422303,-16.108551,-17.471899,21.876064,-42.14039,13.070124,-38.12592,-18.76552,-27.260656,3.9534156,-12.145141,-7.8778143,-9.866195,0.27926663,-12.145141,21.064133,-23.146187,-28.860556,-6.8422303,41.601143,-9.912743,-6.705454,-17.027782,20.585474,40.92952,9.880837,-34.080925,-36.028496,-28.387884,-21.937479,37.66967,19.078037,5.769936,-14.231489,-17.23048,-43.950195,-30.168154,-36.712547,27.416773,-32.584633,-44.55847,13.539366,-19.883495,31.433588,37.66967,-2.4027066,-32.584633,23.508514,9.309427,-5.725354,-17.027782,-14.82607,26.737087,-31.19737,-28.387884,-6.705454,13.070124,-38.12592,17.206284,-18.76552,-17.22335,27.416773,-21.224922,21.56975,2.0314946,-27.768177,-2.1877716,-25.507942,-14.82607,-44.55847,-28.387884,14.094431,17.978395,-24.971972,0.18402754,27.416773,-24.055618,45.157787,23.222748,17.498295,-16.108551,20.497644,21.064133,40.92952,8.548803,-32.049522,-27.260656,-31.19737,-27.768177,-25.507942,-12.828065,-27.665766,-33.508835,-27.768177,-7.8778143,-12.828065,-6.8422303,-24.971972,40.14473,-18.998184,-12.145141,-43.852615,27.416773,-18.76552,-24.055618,-26.053713,-40.362965,-29.809515,-14.197795,-22.012295,23.222748,-28.978672,-16.108551,21.56975,18.098549,0.18402754,-2.1877716,41.347904,17.206284,41.892147,26.108665,-6.8422303,-28.860556,27.416773,-20.143358,-8.277208,-17.728115,9.309427,-27.768177,17.206284,11.746453,-27.768177,26.737087,-32.946175,-47.497498,-17.728115,-16.108551,18.841452,-36.028496,11.746453,-9.866195,30.36093,-20.793697,-35.074825,-42.14039,25.694407
58,-26.053713,37.66967,-9.031087,-7.1549754,-26.299517,-23.146187,31.605349,-11.147629,-33.13226,0.27926663,-14.231489,-14.231489,-17.22335,34.669415,-4.565008,46.549717,45.346493,0.27926663,18.098549,-23.326687,-28.978672,-36.355904,-18.998184,-18.998184,-43.852615,41.601143,-18.76552,-25.649073,-31.19737,-28.978672,9.880837,-13.423986,-32.050415,37.66967,23.222748,26.737087,-14.231489,42.32999,0.18402754,-5.8476367,-33.13226,-21.8252,-28.387884,40.92952,-5.8476367,-9.866195,21.064133,-21.8252,-32.584633,-5.725354,45.157787,-14.366277,21.876064,5.769936,-6.8422303,17.206284,-25.507942,-7.8778143,3.9534156,-12.145141,-17.728115,-18.76552,-42.034348,36.782005,42.32999,-18.411415,10.494803,-27.768177,-12.828065,-36.028496,-18.516037,-40.211895,-30.73476,-28.978672,-31.278791,-24.055618,41.601143,15.308876,-21.8252,-17.728115,-3.7705843,37.66967,-21.937479,-20.143358,41.601143,46.549717,-18.76552,-6.8422303,0.18402754,-36.712547,-16.42958,-9.912743,46.549717,15.85578,-6.705454,-28.860556,-11.229824,21.064133,-20.143358,-16.42958,-31.278791,-9.912743,-15.965729,-24.901768,33.209496,41.892147,-17.23048,-14.231489,41.601143,26.737087,33.209496,-11.147629,-6.8422303,42.32999,15.1997595,-24.971972,-30.73476,-5.725354,-27.768177,36.954906,-27.665766,5.769936,36.954906,-17.471899,35.712307,-14.82607,6.3698387,36.954906,-35.074825,30.890013,17.206284,-22.012295,15.308876,-40.211895,-11.229824,-21.8252,30.36093,-32.946175,-44.55847,37.727962,37.727962,-19.77495,21.064133,23.508514,45.157787,44.56226,-13.766063,0.18402754,-17.22335,-14.82607,-25.03597,-9.866195,0.18402754,-36.04862,-15.17188,-42.14039,-35.074825,-18.411415,-47.497498,-32.584633,-17.22335,-22.012295,-18.998184,8.257996,35.66258,-31.19737,-31.19737,19.586515,23.222748,-8.277208,-17.728115,29.461454,-27.665766,-18.998184,27.416773,33.28761,-32.050415,-36.355904,-9.866195,26.108665,23.698853,13.539366,-16.42958,-28.978672,31.433588,-32.584633,5.769936,41.892147,20.451962,-7.1549754,19.586515,13.070124,-32.050415,18.841452,0.18402754,-13.766063,-14.231489,32.17127,5.769936,-11.079926,-28.387884,-20.793697,-23.326687,14.14461,-32.584633,-13.423986,-12.828065
59,-39.82495,21.816792,-40.211895,-9.912743,-9.031087,21.56975,30.737099,26.767708,41.601143,-32.584633,-6.705454,-27.665766,-13.766063,37.100513,-17.728115,-9.912743,-17.728115,-36.028496,27.637901,-17.23048,-24.055618,-39.82495,-19.77495,-27.768177,-39.82495,11.86515,3.9534156,-36.04862,-17.22335,-23.326687,-25.03597,-17.22335,-33.13226,-14.82607,13.539366,30.36093,-24.055618,18.575277,-13.423986,-9.031087,-18.516037,-18.411415,0.18402754,27.637901,41.601143,-9.912743,10.494803,-39.4492,-42.034348,-6.8422303,-18.76552,-24.055618,15.85578,-33.508835,-5.8476367,-2.1877716,-17.728115,-31.19737,-17.027782,-32.946175,-3.2702339,-24.26888,0.18402754,-25.03597,20.451962,-21.8252,15.025901,-24.055618,-36.04862,-28.978672,-46.592503,-22.012295,-17.728115,-14.82607,-25.649073,-9.031087,24.645931,36.954906,-32.946175,8.257996,26.767708,40.694115,-42.14039,-11.147629,-5.725354,40.694115,14.14461,-43.852615,-11.229824,-24.055618,-12.430413,-9.031087,45.157787,23.222748,-16.42958,-25.649073,-13.766063,11.86515,-24.26888,46.549717,-31.19737,-31.278791,40.92952,-5.725354,31.605349,0.18402754,-24.055618,-35.519753,40.92952,-17.728115,14.14461,20.585474,-9.912743,-3.2702339,11.224054,21.816792,-27.665766,33.28761,-24.26888,20.451962,-19.77495,27.637901,-3.7705843,-4.565008,-8.277208,-18.998184,13.539366,-16.108551,-30.73476,34.669415,-43.852615,-15.965729,-36.028496,-32.946175,-5.8476367,-31.278791,-24.055618,-28.387884,8.90481,7.192966,6.481924,-27.768177,-24.971972,15.308876,19.078037,41.601143,-12.828065,-11.079926,-14.366277,-42.034348,-23.326687,-23.9405,-14.82607,41.347904,-4.565008,-20.793697,-32.050415,-45.268753,-12.145141,-17.22335,15.85578,-19.883495,-17.728115,36.954906,-9.866195,-25.507942,-35.519753,-9.866195,-17.23048,-23.146187,41.601143,22.954926,-19.77495,-31.19737,41.347904,18.575277,-17.728115,-46.592503,3.9534156,-39.82495,25.694407,-12.430413,33.28761,-27.665766,30.890013,-4.7916813,4.08006,8.257996,38.63571,-8.277208,20.497644,20.451962,-25.03597,9.309427,-23.326687,-24.901768,33.28761,40.694115,22.954926,-35.074825,-38.12592,-47.497498,5.769936,18.098549,-13.766063,-27.665766,32.17127
